Jaccard
Opening and cleaning files...
Getting k-grams...
Getting minHashes...
Calculating empirical...
Calculating theoretical...
['hamlet_chapter1', 'hamlet_chapter2', 'hamlet_chapter3', 'hamlet_chapter4', 'hamlet_chapter5', 'kingLear_chapter1', 'kingLear_chapter2', 'kingLear_chapter3', 'kingLear_chapter4', 'kingLear_chapter5', 'othello_chapter1', 'othello_chapter2', 'othello_chapter3', 'othello_chapter4', 'othello_chapter5', 'romeoJuliet_chapter1', 'romeoJuliet_chapter2', 'romeoJuliet_chapter3', 'romeoJuliet_chapter4', 'romeoJuliet_chapter5', 'romeoJuliet_prologue', 'ulysses_chapter1', 'ulysses_chapter2', 'ulysses_chapter3']
Comparison: empirical | theoretical | sanity-check
othello_chapter4 vs romeoJuliet_chapter4:       0.0703125 | 0.08132481266422292 | 0.9
othello_chapter4 vs romeoJuliet_chapter5:       0.0703125 | 0.07865451116001257 | 0.896551724137931
othello_chapter4 vs romeoJuliet_prologue:       0.0 | 0.0059136605558840925 | 0.8888888888888888
othello_chapter4 vs ulysses_chapter1:   0.0390625 | 0.06493900829064794 | 0.7714285714285715
othello_chapter4 vs ulysses_chapter2:   0.0390625 | 0.029771022937754684 | 0.7297297297297297
othello_chapter4 vs ulysses_chapter3:   0.0390625 | 0.04318894655774539 | 0.7297297297297297
othello_chapter5 vs othello_chapter5:   1.0 | 1.0 | 1.0
othello_chapter5 vs romeoJuliet_chapter1:       0.06640625 | 0.07941771128184391 | 0.9
othello_chapter5 vs romeoJuliet_chapter2:       0.08203125 | 0.08391119398636443 | 1.0
othello_chapter5 vs romeoJuliet_chapter3:       0.0859375 | 0.09168947830015681 | 1.0
othello_chapter5 vs romeoJuliet_chapter4:       0.0625 | 0.07843066353281504 | 0.9
othello_chapter5 vs romeoJuliet_chapter5:       0.0703125 | 0.07872802409469777 | 0.896551724137931
othello_chapter5 vs romeoJuliet_prologue:       0.00390625 | 0.005532750312332679 | 0.8888888888888888
othello_chapter5 vs ulysses_chapter1:   0.0390625 | 0.05244707551287647 | 0.7714285714285715
othello_chapter5 vs ulysses_chapter2:   0.01953125 | 0.023033938944010273 | 0.7297297297297297
othello_chapter5 vs ulysses_chapter3:   0.03125 | 0.03269556669414337 | 0.7297297297297297
romeoJuliet_chapter1 vs romeoJuliet_chapter1:   1.0 | 1.0 | 1.0
romeoJuliet_chapter1 vs romeoJuliet_chapter2:   0.10546875 | 0.10859159099881563 | 0.9
romeoJuliet_chapter1 vs romeoJuliet_chapter3:   0.08984375 | 0.11178440440121193 | 0.9
romeoJuliet_chapter1 vs romeoJuliet_chapter4:   0.0625 | 0.08585391243999768 | 1.0
romeoJuliet_chapter1 vs romeoJuliet_chapter5:   0.06640625 | 0.08492664658012558 | 0.9333333333333333
romeoJuliet_chapter1 vs romeoJuliet_prologue:   0.00390625 | 0.009013068949977467 | 0.8
romeoJuliet_chapter1 vs ulysses_chapter1:       0.05859375 | 0.07113203023458302 | 0.8055555555555556
romeoJuliet_chapter1 vs ulysses_chapter2:       0.03125 | 0.03434828594537423 | 0.8108108108108109
romeoJuliet_chapter1 vs ulysses_chapter3:       0.0546875 | 0.047810120375836776 | 0.8108108108108109
romeoJuliet_chapter2 vs romeoJuliet_chapter2:   1.0 | 1.0 | 1.0
romeoJuliet_chapter2 vs romeoJuliet_chapter3:   0.12109375 | 0.11847868405684252 | 1.0
romeoJuliet_chapter2 vs romeoJuliet_chapter4:   0.1015625 | 0.09054351240967641 | 0.9
romeoJuliet_chapter2 vs romeoJuliet_chapter5:   0.09375 | 0.08804341198707395 | 0.896551724137931
romeoJuliet_chapter2 vs romeoJuliet_prologue:   0.0 | 0.006838554662230848 | 0.8888888888888888
romeoJuliet_chapter2 vs ulysses_chapter1:       0.05078125 | 0.06507685117873092 | 0.7714285714285715
romeoJuliet_chapter2 vs ulysses_chapter2:       0.05078125 | 0.030812912505712338 | 0.7297297297297297
romeoJuliet_chapter2 vs ulysses_chapter3:       0.078125 | 0.04328350671649328 | 0.7297297297297297
romeoJuliet_chapter3 vs romeoJuliet_chapter3:   1.0 | 1.0 | 1.0
romeoJuliet_chapter3 vs romeoJuliet_chapter4:   0.09375 | 0.10182461951400588 | 0.9
romeoJuliet_chapter3 vs romeoJuliet_chapter5:   0.09765625 | 0.09692533754747844 | 0.896551724137931
romeoJuliet_chapter3 vs romeoJuliet_prologue:   0.00390625 | 0.007181539910525076 | 0.8888888888888888
romeoJuliet_chapter3 vs ulysses_chapter1:       0.01953125 | 0.06857697186777106 | 0.7714285714285715
romeoJuliet_chapter3 vs ulysses_chapter2:       0.03515625 | 0.034652899867894355 | 0.7297297297297297
romeoJuliet_chapter3 vs ulysses_chapter3:       0.046875 | 0.04740197371367715 | 0.7297297297297297
romeoJuliet_chapter4 vs romeoJuliet_chapter4:   1.0 | 1.0 | 1.0
romeoJuliet_chapter4 vs romeoJuliet_chapter5:   0.0625 | 0.09152594648777855 | 0.9333333333333333
romeoJuliet_chapter4 vs romeoJuliet_prologue:   0.0 | 0.0068464440407992174 | 0.8
romeoJuliet_chapter4 vs ulysses_chapter1:       0.02734375 | 0.04778142628609918 | 0.8055555555555556
romeoJuliet_chapter4 vs ulysses_chapter2:       0.03515625 | 0.020620866574861726 | 0.8108108108108109
romeoJuliet_chapter4 vs ulysses_chapter3:       0.03515625 | 0.029460705279259168 | 0.8108108108108109
romeoJuliet_chapter5 vs romeoJuliet_chapter5:   1.0 | 1.0 | 1.0
romeoJuliet_chapter5 vs romeoJuliet_prologue:   0.00390625 | 0.00898183963810398 | 0.7931034482758621
romeoJuliet_chapter5 vs ulysses_chapter1:       0.03125 | 0.05185216085433005 | 0.75
romeoJuliet_chapter5 vs ulysses_chapter2:       0.0234375 | 0.02183276549201041 | 0.7567567567567568
romeoJuliet_chapter5 vs ulysses_chapter3:       0.02734375 | 0.03234340111077306 | 0.7567567567567568
romeoJuliet_prologue vs romeoJuliet_prologue:   1.0 | 1.0 | 1.0
romeoJuliet_prologue vs ulysses_chapter1:       0.0 | 0.0033637752283142124 | 0.6857142857142857
romeoJuliet_prologue vs ulysses_chapter2:       0.0 | 0.001201478507309632 | 0.6486486486486487
romeoJuliet_prologue vs ulysses_chapter3:       0.00390625 | 0.0018930939716788838 | 0.6486486486486487
ulysses_chapter1 vs ulysses_chapter1:   1.0 | 1.0 | 1.0
ulysses_chapter1 vs ulysses_chapter2:   0.09765625 | 0.08964204314351247 | 0.9459459459459459
ulysses_chapter1 vs ulysses_chapter3:   0.1015625 | 0.10717124496477023 | 0.9459459459459459
ulysses_chapter2 vs ulysses_chapter2:   1.0 | 1.0 | 1.0
ulysses_chapter2 vs ulysses_chapter3:   0.21875 | 0.18740499859104812 | 1.0
ulysses_chapter3 vs ulysses_chapter3:   1.0 | 1.0 | 1.0
/home/jwit/.local/lib/python3.10/site-packages/sklearn/cluster/_kmeans.py:870: FutureWarning: The default value of `n_init` will change from 10 to 'auto' in 1.4. Set the value of `n_init` explicitly to suppress the warning
  warnings.warn(
['hamlet_chapter1', 'hamlet_chapter3', 'hamlet_chapter4', 'hamlet_chapter5', 'kingLear_chapter1', 'kingLear_chapter2', 'kingLear_chapter3', 'kingLear_chapter4', 'othello_chapter1', 'othello_chapter2', 'othello_chapter3', 'othello_chapter4', 'romeoJuliet_chapter3']
['hamlet_chapter2', 'romeoJuliet_chapter1', 'romeoJuliet_chapter2']
['kingLear_chapter5', 'othello_chapter5']
['romeoJuliet_chapter4']
['romeoJuliet_chapter5']
['romeoJuliet_prologue']
['ulysses_chapter1', 'ulysses_chapter2', 'ulysses_chapter3']
